Wertstellung;Buchungstext;Auftraggeber / Begünstigter;Verwendungszweck;Kontonummer;BLZ;Betrag (EUR);Gläubiger-ID;Mandatsreferenz
03.12.20;Lastschrifteinzug;Wohnung_37;D9S5FC0F86A27835 HG in 12/2020 LAK2-037                    DATUM 27.11.2020, 14.23 UHR1.TAN 688166;DE0008555555555555555;GENODED1ASN;282,28;;
03.12.20;Lastschrifteinzug;Wohnung_22;DAI5FC0F86943299 HG in 12/2020 LAK2-022 Wohnung_22                    DATUM 27.11.2020, 14.23 UHR1.TAN 688166;DE0010555555555555555;DGPBDE3MXXX;246,76;;
03.12.20;Lastschrifteinzug;Wohnung_24;DR45FC0F8698268D HG in 12/2020 LAK2-024 Wohnung_24                   DATUM 27.11.2020, 14.23 UHR1.TAN 688166;DE0022555555555555555;WELADE3LXXX;336,41;;
03.12.20;Lastschrifteinzug;Wohnung_19;D75FC0F868D78A8 HG in 12/2020 LAK2-019 Kzritzwik, Eduard                      DATUM 27.11.2020, 14.23 UHR1.TAN 688166;DE0031555555555555555;GENODEM1SLN;247,41;;
03.12.20;Lastschrifteinzug;Wohnung_19;D7W5FC0F867F1969 HG in 12/2020 LAK2-007 Kzritzwik, Vitali                     DATUM 27.11.2020, 14.23 UHR1.TAN 688166;DE0031555555555555555;GENODEM1SLN;253,41;;
03.12.20;Überweisung;WEG Muster-Str. 2;Zuführung Rücklage 2020                          DATUM 03.12.2020, 09.29 UHR1.TAN 528448;DE0033555555555555555;BYLADEM1001;-31195,52;;
07.12.20;Rückbelastung;Weg Muster-Str. 2, Bad Quelllippe / Wohnung_22; RÜCKLASTSCHRIFT      SONSTIGE GRÜNDE            ZINSAUSGLEICH-FREMDENTGELT       3,00 EURO            EIGENENTGELT     0,00 EURO;DE0010555555555555555;DGPBDE3MXXX;-249,76;;DE0176LKA002
09.12.20;Lastschrift;Telekom Deutschland GmbH;Festnetz Vertragskonto 5612412723 RG 7595507493/30.11.2020;DE0038555555555555555;PBNKDEFF360;-19,44;DE93ZZZ00000078611    ;DE001873774954            
14.12.20;Lastschrift;Stadtwerke Lemans GmbH;VK 20068667 TRINKWASSERPB Abschlag 33175-Muster-Str. 2               ABWA+StW Lemans GmbH;DE0044555555555555555;WELADE3L;-567;DE76ZZZ00001788445    ;2680-00667/187          
21.12.20;Überweisung;HABIG Fenstertechnik GmbH;Re 17214, Muster-Str. 2, Bad Quelllippe  DATUM 21.12.2020, 17.13 UHR1.TAN 717942;DE0040555555555555555;WELADE3LXXX;-82,86;;
23.12.20;Überweisung;Kurz und Schluss-Elektrik;Re 20-06021, Muster-Str. 2 Bad QuelllippeDATUM 23.12.2020, 17.13 UHR1.TAN 184835;DE0014555555555555555;DGPBDE3MXXX;-147,05;;
23.12.20;Überweisung;Westfaelische Provinzial Versicherung AG;H34213709, Januar 2021DATUM 23.12.2020, 17.04 UHR1.TAN 739570;DE0023555555555555555;WELADEDDXXX;-128,52;;
28.12.20;Lastschrift;Deutsche Rentenversicherung Knappschaft-Bahn-See / Knappschaft-Bahn-See;2138764587949 OB-1876513171 EUR 332,73 BEITRAG 1220 - 1220                       ABWA+Deutsche Rentenversicherung Knappschaft-Bahn-See;DE0009555555555555555;WELADEDDXXX;-332,73;DE81KBS00000034886    ;5,05E+17
30.12.20;Überweisung;WischUndDreck;Re 6211-20, Muster-Str. 2, Bad QuelllippeDATUM 30.12.2020, 14.42 UHR1.TAN 857660;DE0019555555555555555;GENODEM1EWB;-574,2;;
01.01.21;Abschluss;;Abrechnung 30.12.2020      siehe AnlageAbrechnung 30.12.2020Information zur AbrechnungKontostand am 30.12.2020                                       11.085,93 +Abrechnungszeitraum vom 01.10.2020 bis 31.12.2020Entgelte vom 01.10.2020 bis 30.12.2020                               9,00-Grundpreis                  3 x    3,00                9,00-Abrechnung 31.12.2020                                                9,00-Sollzinssätze am 30.12.202012,0000 v.H. für geduldete KontoüberziehungEs handelt sich hierbei um eine umsatzsteuerfreie Leistung.Kontostand/Rechnungsabschluss am 30.12.2020                    11.076,93 +Rechnungsnummer: 20201230-BY111-00095547509;1062668411;1230000;-9;;
